"lat","severity","street1","street2","image_id","year","date","lng","coord","intersection","day","desc","precip","high","low","month"
"37.7681764","INJURY","Bryant St","Alameda St","79","2012-01-01","2012-01-06","-122.4107552","37.7681764;-122.4107552","Bryant St and Alameda St","06","Rain","0.07","61","45","02"
"37.7680039","INJURY","14th St","Guerrero St","8","2012-01-01","2012-01-16","-122.4244975","37.7680039;-122.4244975","14th St and Guerrero St","16","Rain","0.79","58","48","03"
"37.7734778","INJURY","Buchanan St","Page St","80","2012-01-01","2012-01-18","-122.4273467","37.7734778;-122.4273467","Buchanan St and Page St","18","Fog","0.01","68","56","08"
"37.790976","PDO","Bush St","Montgomery St","81","2012-01-01","2012-01-17","-122.4024281","37.790976;-122.4024281","Bush St and Montgomery St","17","Partly Cloudy","0.00","51","34","01"
"37.774876","INJURY","Cabrillo St","16th Av","82","2012-01-01","2012-01-10","-122.4747175","37.774876;-122.4747175","Cabrillo St and 16th Av","10","Clear","0.00","85","56","06"
"37.7842709","INJURY","California St","17th Av","83","2012-01-01","2012-01-16","-122.4764544","37.7842709;-122.4764544","California St and 17th Av","16","Partly Cloudy","0.00","87","55","06"
"37.7878596","INJURY","California St","Broderick St","84","2012-01-01","2012-01-13","-122.44211","37.7878596;-122.44211","California St and Broderick St","13","Scattered Clouds","0.00","70","53","08"
"37.7555087","INJURY","Capp St","22nd St","85","2012-01-01","2012-01-21","-122.4176652","37.7555087;-122.4176652","Capp St and 22nd St","21","Scattered Clouds","0.00","82","56","07"
"37.7627477","INJURY","Castro St","17th St","86","2012-01-01","2012-01-02","-122.4351586","37.7627477;-122.4351586","Castro St and 17th St","02","Scattered Clouds","0.00","63","40","03"
"37.7482566","INJURY","Cesarchavez","Harrison St","87","2012-01-01","2012-01-07","-122.411481","37.7482566;-122.411481","Cesarchavez and Harrison St","07","Scattered Clouds","0.00","64","41","01"
"37.7383545","INJURY","Chenery St","Charles St","88","2012-01-01","2012-01-22","-122.4261058","37.7383545;-122.4261058","Chenery St and Charles St","22","Partly Cloudy","0.00","55","47","03"
"37.7793668","INJURY","Chinaba","3rd St","89","2012-01-01","2012-01-07","-122.3934134","37.7793668;-122.3934134","Chinaba and 3rd St","07","Fog","0.00","75","53","07"
"37.7679538","INJURY","14th St","Ramona Av","9","2012-01-01","2012-01-18","-122.4253988","37.7679538;-122.4253988","14th St and Ramona Av","18","Partly Cloudy","0.00","57","46","02"
"37.7823567","INJURY","Clement St","18th Av","90","2012-01-01","2012-01-31","-122.4773847","37.7823567;-122.4773847","Clement St and 18th Av","31","Mostly Cloudy","0.01","57","45","01"
"37.7829523","INJURY","Clement St","6th Av","91","2012-01-01","2012-01-08","-122.4644277","37.7829523;-122.4644277","Clement St and 6th Av","08","Scattered Clouds","0.00","65","46","01"
"37.7828017","INJURY","Clement St","9th Av","92","2012-01-01","2012-01-05","-122.4676437","37.7828017;-122.4676437","Clement St and 9th Av","05","Partly Cloudy","0.00","65","55","07"
"37.76556","INJURY","Cole St","Carl St","93","2012-01-01","2012-01-19","-122.44996","37.76556;-122.44996","Cole St and Carl St","19","Rain","0.08","52","38","01"
"37.803794","INJURY","Columbus Av","Chestnut St","94","2012-01-01","2012-01-28","-122.415136","37.803794;-122.415136","Columbus Av and Chestnut St","28","Scattered Clouds","0.00","64","51","04"
"37.797267","INJURY","Columbus Av","Columbus Av","95","2012-01-01","2012-01-31","-122.406098","37.797267;-122.406098","Columbus Av and Columbus Av","31","Scattered Clouds","0.00","68","55","07"
"37.8019526","INJURY","Columbus Av","Greenwich St","96","2012-01-01","2012-01-18","-122.412639","37.8019526;-122.412639","Columbus Av and Greenwich St","18","Fog","0.01","68","56","08"
"37.7397234","INJURY","Cortland Av","Bradford St","97","2012-01-01","2012-01-16","-122.4094832","37.7397234;-122.4094832","Cortland Av and Bradford St","16","Fog","0.00","59","50","05"
"37.7722232","INJURY","Divisadero St","Page St","98","2012-01-01","2012-01-01","-122.4371587","37.7722232;-122.4371587","Divisadero St and Page St","01","Partly Cloudy","0.00","59","49","05"
"37.7694443","PDO","Division St","9th St","99","2012-01-01","2012-01-09","-122.4062321","37.7694443;-122.4062321","Division St and 9th St","09","Clear","0.00","68","43","03"
